BOARD;CHANNEL;TIMETAG;ENERGY;ENERGYSHORT;FLAGS;X;Y;Z;INTERACTION TYPE
0;4;1247250;0.513222;0;5;-105.838;-24.8714;844.144;compt
0;4;1247250;0.513222;0;5;-105.719;-21.1589;858.077;compt
0;4;1247250;0.513222;0;5;-107.194;-17.8336;859.409;compt
0;4;1247250;0.513222;0;5;-107.008;-17.7975;859.288;compt
0;4;1247250;0.513222;0;5;-101.583;-18.1028;855.869;compt
0;7;1247250;0.148004;0;0;-27.9471;-119.737;842.703;phot
0;1;1260526;0.356921;0;1;-33.5248;-49.094;454.803;compt
0;2;1260526;0.0237762;0;1;41.9332;-56.3387;463.183;compt
0;5;1267385;0.344685;0;0;13.1157;101.67;945.69;phot
0;6;1267385;0.230189;0;1;150.407;13.9051;859.629;compt
0;0;1275394;0.0197128;0;1;-37.5081;47.902;445.659;compt
0;5;1275394;0.222389;0;2;9.76475;106.92;815.517;compt
0;5;1275394;0.222389;0;2;2.65295;98.4886;827.672;compt
0;5;1320295;0.330811;0;1;6.93572;100.202;821.885;compt
0;6;1320295;0.383413;0;0;106.65;-4.20934;882.508;phot
0;4;1321338;0.303269;0;2;-105.764;1.88595;871.11;compt
0;4;1321338;0.303269;0;2;-110.96;2.13488;868.518;compt
0;4;1321338;0.303269;0;2;-116.374;-14.0574;846.647;phot
0;6;1321338;0.379909;0;1;99.2253;1.11315;852.918;compt
0;4;1327034;0.255962;0;1;-106.253;6.43686;846.079;compt
0;5;1327034;0.411362;0;2;-14.1176;128.399;958.685;compt
0;5;1327034;0.411362;0;2;-13.991;123.814;960.814;compt
0;5;1327034;0.411362;0;2;-15.3116;122.404;961.024;phot
0;4;1332462;0.321086;0;2;-108.19;16.9389;819.187;compt
0;4;1332462;0.321086;0;2;-106.373;17.4682;820.282;compt
0;6;1332462;0.326772;0;0;119.044;-0.720483;845.357;phot
0;6;1351646;0.33521;0;0;112.385;4.6281;874.93;phot
0;7;1351646;0.320543;0;1;26.7227;-108.93;827.905;compt
0;4;1354908;0.0497841;0;1;-148.596;-22.7142;958.584;compt
0;5;1354908;0.253151;0;1;0.113283;96.679;822.462;compt
0;6;1355040;0.358882;0;1;129.988;-11.1262;885.341;compt
0;6;1355040;0.358882;0;1;112.62;-6.48768;880.698;phot
0;7;1355040;0.32596;0;1;1.92778;-96.205;824.729;compt
0;5;1359876;0.270387;0;0;18.4069;101.789;895.544;phot
0;7;1359876;0.298759;0;1;1.39014;-96.1025;939.106;compt
0;0;1373348;0.126154;0;1;-46.4964;36.3464;484.297;compt
0;7;1373348;0.569953;0;0;20.7744;-127.903;817.699;phot
0;1;1375532;0.0101528;0;1;-33.3992;-49.0592;435.937;compt
0;7;1375532;0.661879;0;3;0.240642;-136.711;827.24;compt
0;7;1375532;0.661879;0;3;0.0437018;-135.251;827.291;compt
0;7;1375532;0.661879;0;3;-1.61054;-135.391;826.344;compt
0;7;1375532;0.661879;0;3;-1.98302;-129.694;819.452;phot
0;4;1375699;0.391739;0;0;-115.154;-25.4337;913.972;phot
0;7;1375699;0.28181;0;2;-9.33203;-122.714;855.427;compt
0;7;1375699;0.28181;0;2;-9.62662;-120.641;864.678;compt
0;5;1379839;0.528905;0;2;1.82956;99.0652;895.885;compt
0;5;1379839;0.528905;0;2;1.01681;98.8499;894.687;compt
0;6;1379839;0.126909;0;0;109.449;20.2008;927.585;phot
0;1;1388740;0.431222;0;1;-33.4764;-37.2809;467.847;compt
0;2;1388740;0.224061;0;0;41.9812;-43.464;445.888;phot
0;5;1391871;0.41189;0;2;-12.5972;125.24;852.678;compt
0;5;1391871;0.41189;0;2;-30.7299;114.63;851.215;compt
0;6;1391871;0.138011;0;0;101.223;-7.082;858.031;phot
0;6;1430079;0.368628;0;1;127.984;-20.1435;825.509;compt
0;7;1430079;0.260031;0;0;35.9207;-131.462;826.835;phot
0;6;1437460;0.646679;0;0;157.173;-0.759283;869.648;phot
0;3;1437460;0.0134932;0;2;48.0328;34.6891;438.735;compt
0;3;1437460;0.0134932;0;2;49.44;34.4168;455.054;compt
0;5;1462353;0.375211;0;0;1.23542;143.249;953.775;phot
0;6;1462353;0.260635;0;1;147.183;-29.2345;815.495;compt
0;6;1465656;0.355274;0;1;103.553;-12.7243;865.694;compt
0;6;1465656;0.355274;0;1;102.025;-14.743;864.438;phot
0;7;1465656;0.150972;0;1;28.1832;-142.157;820.848;compt
0;4;1505797;0.16853;0;1;-102.799;-21.2492;880.515;compt
0;4;1505797;0.16853;0;1;-103.604;-21.3727;880.297;phot
0;5;1505797;0.342633;0;2;-12.4183;110.833;824.062;compt
0;5;1505797;0.342633;0;2;-2.84532;104.331;827.156;compt
0;6;1505797;0.172582;0;1;106.857;24.396;895.77;compt
0;4;1506135;0.260684;0;0;-135.07;36.1586;843.681;phot
0;5;1506135;0.402722;0;3;-0.460278;109.697;816.926;compt
0;5;1506135;0.402722;0;3;-2.57581;112.94;820.495;compt
0;5;1506135;0.402722;0;3;-32.5997;130.169;824.79;compt
0;5;1538687;0.402213;0;2;17.3582;167.407;848.671;compt
0;5;1538687;0.402213;0;2;10.4217;149.42;864.708;compt
0;6;1538687;0.24614;0;2;133.506;1.88248;841.945;compt
0;6;1538687;0.24614;0;2;136.003;0.602276;844.543;compt
0;6;1538687;0.24614;0;2;134.26;1.35539;843.651;phot
0;5;1544803;0.275801;0;1;-7.99665;133.293;830.219;compt
0;6;1544803;0.33876;0;1;104.234;10.4473;920.935;compt
0;6;1544803;0.33876;0;1;104.528;11.0325;920.639;phot
0;0;1560253;0.0375404;0;1;-46.6402;53.6227;475.952;compt
0;5;1560253;0.449936;0;3;4.07081;121.98;826.662;compt
0;5;1560253;0.449936;0;3;4.58687;119.811;830.463;compt
0;5;1560253;0.449936;0;3;25.6495;122.22;834.235;compt
0;4;1563722;0.361088;0;0;-128.131;11.9686;948.861;phot
0;5;1563722;0.278535;0;1;-31.5633;126.503;873.634;compt
0;2;1574114;0.0429342;0;1;38.2486;-42.2383;477.334;compt
0;7;1574114;0.618007;0;3;-31.7882;-147.561;861.626;compt
0;7;1574114;0.618007;0;3;-16.9346;-153.21;871.796;compt
0;7;1574114;0.618007;0;3;-10.3429;-144.268;870.463;compt
0;7;1574114;0.618007;0;3;-11.4852;-145.245;869.095;phot
0;6;1616934;0.282766;0;0;108.403;7.28573;873.516;phot
0;7;1616934;0.344486;0;1;-23.6176;-104.325;838.277;compt
0;0;1625066;0.26851;0;1;-31.9351;46.4979;479.23;compt
0;3;1625066;0.245588;0;2;44.4831;34.6223;445.748;compt
0;3;1625066;0.245588;0;2;39.6432;37.3438;453.601;compt
0;5;1625125;0.046678;0;1;29.9315;156.582;815.177;compt
0;6;1625125;0.433738;0;1;118.167;0.229311;884.606;compt
0;6;1625125;0.433738;0;1;118.419;0.305161;887.538;phot
0;4;1626392;0.41078;0;0;-138.502;6.76384;900.532;phot
0;7;1626392;0.218006;0;3;-2.93022;-168.505;834.569;compt
0;7;1626392;0.218006;0;3;-2.95904;-168.447;834.733;compt
0;7;1626392;0.218006;0;3;-30.8856;-135.875;872.017;compt
0;5;1690453;0.346506;0;1;-11.6074;129.448;841.567;compt
0;7;1690453;0.29179;0;1;-7.15286;-143.961;885.654;compt
0;7;1690453;0.29179;0;1;-7.26716;-167.071;904.095;phot
0;4;1698984;0.0787763;0;1;-98.0039;9.42266;843.085;compt
0;6;1698984;0.135531;0;0;112.702;-28.6071;888.173;phot
0;5;1708780;0.408508;0;1;24.1678;117.699;858.813;compt
0;7;1708780;0.238459;0;1;6.16522;-104.458;823.35;compt
0;7;1708780;0.238459;0;1;6.1936;-104.182;823.089;phot
0;4;1724488;0.409072;0;2;-108.741;-13.6743;814.229;compt
0;4;1724488;0.409072;0;2;-100.104;6.57958;818.489;compt
0;5;1724488;0.279059;0;1;-14.1815;117.189;964.98;compt
0;5;1724488;0.279059;0;1;-14.2292;117.127;964.996;phot
0;4;1728642;0.348739;0;2;-114.211;10.7886;902.271;compt
0;4;1728642;0.348739;0;2;-115.077;11.6993;902.209;compt
0;4;1728642;0.348739;0;2;-119.464;24.5327;899.364;phot
0;7;1728642;0.313769;0;1;-31.3412;-151.778;822.538;compt
0;5;1741986;0.150359;0;0;23.0621;110.098;862.763;phot
0;6;1741986;0.537205;0;2;139.999;35.8735;815.166;compt
0;6;1741986;0.537205;0;2;142.461;36.6748;814.733;compt
0;4;1762598;0.320526;0;0;-140.053;-2.42234;889.577;phot
0;7;1762598;0.324856;0;1;28.7528;-111.676;820.16;compt
0;0;1762862;0.284953;0;3;-47.6886;45.2267;457.877;compt
0;0;1762862;0.284953;0;3;-47.5086;48.3598;457.161;compt
0;0;1762862;0.284953;0;3;-39.5513;42.687;460.63;compt
0;0;1762862;0.284953;0;3;-37.1382;43.5332;462.466;phot
0;2;1762862;0.377751;0;1;37.676;-37.4292;446.127;compt
0;0;1765063;0.259414;0;0;-33.9967;41.7122;448.055;phot
0;3;1765063;0.300486;0;1;41.2318;39.3045;441.963;compt
0;0;1765129;0.371767;0;1;-47.942;32.0303;476.394;compt
0;1;1765129;0.0801498;0;1;-43.4392;-36.906;460.497;compt
0;5;1775571;0.323439;0;3;-37.3496;127.75;849.834;compt
0;5;1775571;0.323439;0;3;-37.2957;134.759;845.787;compt
0;5;1775571;0.323439;0;3;-37.095;134.968;845.407;compt
0;5;1775571;0.323439;0;3;-36.2193;139.723;843.228;phot
0;6;1775571;0.229525;0;2;106.287;-2.6313;840.758;compt
0;6;1775571;0.229525;0;2;100.875;0.681139;847.221;compt
0;4;1790199;0.296644;0;1;-127.082;26.3488;843.678;compt
0;4;1790199;0.296644;0;1;-129.772;27.4258;839.353;phot
0;5;1790199;0.356011;0;1;-22.5945;124.285;818.461;compt
0;4;1800317;0.238242;0;2;-110.996;-17.9924;841.914;compt
0;4;1800317;0.238242;0;2;-110.954;-19.4822;846.358;compt
0;7;1800317;0.422945;0;4;-14.2394;-122.164;920.454;compt
0;7;1800317;0.422945;0;4;-11.9337;-123.055;920.145;compt
0;7;1800317;0.422945;0;4;-14.8763;-123.73;919.379;compt
0;7;1800317;0.422945;0;4;-22.656;-126.6;911.93;compt
0;7;1800317;0.422945;0;4;-22.3881;-124.894;908.12;phot
0;5;1841112;0.383005;0;1;21.2451;120.178;832.788;compt
0;6;1841112;0.227646;0;1;134.347;30.2909;829.886;compt
0;6;1841112;0.227646;0;1;134.656;29.6764;829.429;phot
0;4;1869260;0.334977;0;0;-150.023;-26.4255;881.711;phot
0;7;1869260;0.333472;0;1;-10.5873;-148.534;826.966;compt
0;5;1878950;0.572916;0;1;35.8849;142.591;863.211;compt
0;5;1878950;0.572916;0;1;24.8417;145.118;846.641;phot
0;4;1879674;0.302166;0;2;-129.197;27.7635;821.566;compt
0;4;1879674;0.302166;0;2;-131.308;25.8885;833.447;compt
0;7;1879674;0.385393;0;1;-25.1343;-125.612;925.386;compt
0;7;1879674;0.385393;0;1;-25.3985;-128.037;925.407;phot
0;4;1888365;0.210386;0;0;-99.7431;-4.62219;858.608;phot
0;3;1888365;0.427124;0;2;37.4288;45.8763;448.45;compt
0;3;1888365;0.427124;0;2;32.3164;39.5928;455.183;compt
0;0;1940068;0.260801;0;0;-45.0985;40.5549;437.139;phot
0;3;1940068;0.267539;0;1;35.0066;50.3594;438.514;compt
0;6;1942540;0.403005;0;1;133.118;-36.4093;844.121;compt
0;7;1942540;0.254151;0;0;-4.62455;-118.237;830.034;phot
0;4;1951023;0.41;0;2;-130.918;37.3267;830.427;compt
0;4;1951023;0.41;0;2;-131.448;35.5999;831.865;compt
0;5;1951023;0.242325;0;1;-15.0177;118.575;956.19;compt
0;5;1951023;0.242325;0;1;-17.8838;110.035;957.438;phot
0;0;1969586;0.0312565;0;1;-40.7999;34.8682;450.016;compt
0;5;1969586;0.0736773;0;1;16.2211;166.648;834.111;compt
0;4;2012633;0.387774;0;1;-140.501;8.1546;913.854;compt
0;4;2012633;0.387774;0;1;-138.057;10.1609;914.42;phot
0;5;2012633;0.275528;0;1;-31.1924;121.054;825.189;compt
0;4;2049211;0.304841;0;1;-105.374;9.17397;934.515;compt
0;5;2049211;0.213565;0;0;-11.4635;103.101;916.948;phot
0;0;2066061;0.318158;0;2;-45.3777;32.3127;459.609;compt
0;0;2066061;0.318158;0;2;-32.1254;44.9127;479.565;compt
0;7;2066061;0.335518;0;3;29.5236;-114.531;863.652;compt
0;7;2066061;0.335518;0;3;-0.991587;-129.801;899.623;compt
0;7;2066061;0.335518;0;3;-25.6103;-137.307;924.13;compt
0;7;2066061;0.335518;0;3;-24.8973;-138.011;922.656;phot
0;5;2071901;0.358113;0;0;14.2387;109.91;851.626;phot
0;6;2071901;0.307542;0;2;149.913;19.7678;817.98;compt
0;6;2071901;0.307542;0;2;127.082;33.4903;840.699;compt
0;2;2072692;0.0235555;0;1;52.1542;-35.1324;451.098;compt
0;7;2072692;0.254298;0;1;23.6186;-146.47;885.841;compt
0;4;2073644;0.351321;0;1;-97.4488;1.74537;922.033;compt
0;7;2073644;0.313187;0;0;-22.0125;-113.408;945.524;phot
0;4;2109451;0.383337;0;1;-123.879;6.24336;835.031;compt
0;7;2109451;0.28905;0;1;-28.0011;-118.258;848.89;compt
0;7;2109451;0.28905;0;1;-24.3825;-122.986;848.727;phot
0;5;2125661;0.463907;0;1;33.7533;144.588;938.233;compt
0;6;2125661;0.2012;0;1;96.749;-2.59936;837.716;compt
0;6;2125661;0.2012;0;1;99.5623;-4.74546;830.261;phot
0;4;2150281;0.409993;0;1;-108.544;-9.78937;861.548;compt
0;7;2150281;0.269381;0;0;1.11804;-130.816;829.268;phot
0;2;2160285;0.339755;0;1;47.736;-45.6983;436.564;compt
0;3;2160285;0.282664;0;1;38.735;35.5864;452.316;compt
0;3;2160285;0.282664;0;1;37.417;33.5491;455.724;phot
0;4;2161700;0.26268;0;2;-126.872;-11.0976;818.569;compt
0;4;2161700;0.26268;0;2;-133.56;-14.5191;825.88;compt
0;1;2161700;0.0138789;0;1;-43.9061;-32.2829;462.083;compt
0;5;2161715;0.325663;0;1;16.9012;102.033;884.603;compt
0;6;2161715;0.348703;0;0;125.462;5.21229;931.896;phot
0;5;2178654;0.354517;0;2;25.9751;159.519;914.641;compt
0;5;2178654;0.354517;0;2;1.30663;147.905;927.462;compt
0;5;2178654;0.354517;0;2;0.52542;149.261;927.109;phot
0;6;2178654;0.321278;0;1;146.405;9.96889;842.587;compt
0;5;2207756;0.371594;0;1;29.1011;122.966;814.428;compt
0;6;2207756;0.314986;0;0;96.5429;5.61647;840.49;phot
0;4;2228521;0.244679;0;0;-116.123;9.30227;825.179;phot
0;5;2228521;0.425967;0;1;16.3381;102.996;839.642;compt
0;4;2239605;0.236847;0;0;-99.065;-6.6194;879.539;phot
0;7;2239605;0.414262;0;1;-23.9135;-131.585;856.327;compt
0;4;2276011;0.550015;0;0;-121.926;29.7439;885.935;phot
0;2;2276011;0.103742;0;1;52.0267;-41.9751;440.812;compt
0;6;2312004;0.328342;0;1;129.609;-33.647;817.649;compt
0;7;2312004;0.313095;0;0;20.1824;-108.119;862.712;phot
0;6;2333584;0.184483;0;3;100.761;0.775637;939.268;compt
0;6;2333584;0.184483;0;3;100.473;0.877719;938.409;compt
0;6;2333584;0.184483;0;3;96.3595;5.65004;928.941;compt
0;7;2333584;0.297611;0;1;-6.58187;-96.6464;879.051;compt
0;4;2364618;0.228748;0;2;-155.036;9.70036;819.99;compt
0;4;2364618;0.228748;0;2;-142.703;34.2074;874.705;compt
0;5;2364618;0.114186;0;1;-9.3147;158.626;960.779;compt
