BOARD;CHANNEL;TIMETAG;ENERGY;ENERGYSHORT;FLAGS;X;Y;Z;INTERACTION TYPE
0;1;56078;0.222763;0;1;301.975;94.4673;161.306;phot
0;2;56078;0.447827;0;2;256.328;-98.1743;199.825;compt
0;2;56078;0.447827;0;2;258.796;-92.352;191.619;compt
0;0;62074;0.262419;0;0;-297.53;81.9489;167.611;phot
0;3;62074;0.401127;0;1;-271.647;-83.8722;205.495;compt
0;1;65570;0.451673;0;4;297.274;91.3104;144.807;compt
0;1;65570;0.451673;0;4;298.939;89.5671;151.35;compt
0;1;65570;0.451673;0;4;299.235;89.1189;152.477;compt
0;1;65570;0.451673;0;4;301.869;89.897;154.38;compt
0;2;65570;0.202938;0;0;313.859;-79.0273;197.254;phot
0;5;67675;0.171573;0;2;20.3272;-81.6391;961.92;compt
0;5;67675;0.171573;0;2;16.36;-96.7111;958.915;compt
0;1;67675;0.323785;0;1;312.431;80.9548;229.348;compt
0;0;75073;0.31209;0;1;-250.341;112.46;201.725;compt
0;5;75073;0.307339;0;2;-20.5646;-201.647;962.356;compt
0;5;75073;0.307339;0;2;-20.7055;-201.347;960.778;compt
0;5;75073;0.307339;0;2;-20.9125;-201.777;960.772;phot
0;1;81003;0.408967;0;1;249.465;84.4365;185.394;compt
0;2;81003;0.133215;0;0;235.921;-114.306;215.868;phot
0;5;82575;0.291588;0;0;-8.03468;-129.82;963.235;phot
0;2;82575;0.390622;0;4;314.922;-106.456;246.304;compt
0;2;82575;0.390622;0;4;317.144;-108.804;250.381;compt
0;2;82575;0.390622;0;4;313.26;-112.356;252.77;compt
0;2;82575;0.390622;0;4;301.134;-111.938;265.833;compt
0;0;98760;0.277084;0;0;-286.179;98.3868;207.474;phot
0;3;98760;0.433991;0;1;-280.776;-89.0609;206.009;compt
0;0;98817;0.290844;0;2;-292.07;117.45;180.625;compt
0;0;98817;0.290844;0;2;-297.485;115.833;185.31;compt
0;3;98817;0.194892;0;1;-310.196;-91.8623;257.719;compt
0;6;101554;0.252964;0;0;-81.5267;15.5876;1008.79;phot
0;7;101554;0.398262;0;2;93.4923;-9.48108;951.123;compt
0;7;101554;0.398262;0;2;92.6359;23.3404;991.968;compt
0;0;104702;0.300752;0;3;-318.749;102.26;208.086;compt
0;0;104702;0.300752;0;3;-320.443;100.474;210.213;compt
0;0;104702;0.300752;0;3;-321.46;99.1924;206.405;compt
0;0;104702;0.300752;0;3;-321.213;99.3712;206.409;phot
0;3;104702;0.340645;0;3;-288.519;-104.757;153.616;compt
0;3;104702;0.340645;0;3;-290.368;-103.514;153.82;compt
0;3;104702;0.340645;0;3;-291.123;-93.5076;157.104;compt
0;0;106781;0.193589;0;1;-243.543;146.027;240.008;compt
0;0;106781;0.193589;0;1;-242.997;145.677;239.402;phot
0;1;106781;0.464396;0;1;291.152;117.78;150.928;compt
0;2;111892;0.452187;0;1;243.805;-190.835;222.933;compt
0;3;111892;0.215203;0;0;-228.692;-127.302;218.096;phot
0;1;121548;0.45199;0;2;298.423;96.6004;260.388;compt
0;1;121548;0.45199;0;2;298.317;96.294;260.272;compt
0;2;121548;0.190904;0;0;259.988;-119.882;243.685;phot
0;0;129897;0.266675;0;0;-323.847;84.9677;226.071;phot
0;3;129897;0.376485;0;1;-330.398;-97.935;188.317;compt
0;2;130011;0.196043;0;1;270.589;-138.026;164.289;compt
0;2;130011;0.196043;0;1;270.438;-137.615;163.857;phot
0;3;130011;0.454356;0;1;-249.271;-143.166;190.452;compt
0;5;137196;0.343635;0;0;59.8331;-138.579;988.365;phot
0;7;137196;0.335198;0;2;160.186;-35.9308;973.961;compt
0;7;137196;0.335198;0;2;124.441;-66.8777;995.311;compt
0;2;139131;0.203601;0;0;258.269;-110.678;178.886;phot
0;3;139131;0.430979;0;2;-246.619;-135.461;203.246;compt
0;3;139131;0.430979;0;2;-236.5;-132.056;208.797;compt
0;0;144671;0.214992;0;0;-256.003;193.872;236.227;phot
0;1;144671;0.442504;0;1;248.64;111.143;185.247;compt
0;5;145131;0.171106;0;0;9.70185;-79.9265;1001.18;phot
0;1;145131;0.492972;0;2;255.533;164.78;250.53;compt
0;1;145131;0.492972;0;2;264.748;171.67;247.67;compt
0;0;147541;0.430187;0;1;-318.235;85.7884;176.291;compt
0;3;147541;0.239027;0;0;-322.486;-110.219;147.508;phot
0;1;147904;0.276767;0;1;229.41;183.256;213.735;compt
0;7;147904;0.346641;0;1;210.162;-28.6294;1007.77;compt
0;7;147904;0.346641;0;1;207.861;-27.5724;1002.25;phot
0;6;156950;0.419766;0;3;-111.042;46.4665;956.206;compt
0;6;156950;0.419766;0;3;-109.538;47.261;999.873;compt
0;6;156950;0.419766;0;3;-107.228;42.503;1002.06;compt
0;7;156950;0.268757;0;1;89.9877;12.2004;954.608;compt
0;7;156950;0.268757;0;1;94.639;14.4686;954.351;phot
0;5;157947;0.285939;0;2;42.4602;-113.093;972.997;compt
0;5;157947;0.285939;0;2;46.2597;-109.555;983.645;compt
0;7;157947;0.15605;0;1;84.2912;-14.7721;1004.33;compt
0;5;159826;0.291183;0;1;-56.8219;-124.767;1026.3;compt
0;5;159826;0.291183;0;1;-58.8656;-132.024;1019.79;phot
0;6;159826;0.392201;0;1;-140.207;-58.9679;1027.02;compt
0;0;165819;0.243205;0;0;-254.594;206.13;217.735;phot
0;1;165819;0.443904;0;3;272.005;109.759;251.835;compt
0;1;165819;0.443904;0;3;272.627;138.011;263.232;compt
0;1;165819;0.443904;0;3;264.888;138.139;262.334;compt
0;4;168481;0.26984;0;0;0.00583023;79.3142;968.301;phot
0;7;168481;0.385044;0;1;85.9207;25.0833;968.819;compt
0;1;176408;0.448976;0;1;284.393;152.343;155.89;compt
0;3;176408;0.191093;0;0;-233.143;-159.437;207.699;phot
0;5;178302;0.275639;0;2;-14.8617;-153.835;953.766;compt
0;5;178302;0.275639;0;2;2.62521;-164.383;981.477;compt
0;5;178302;0.275639;0;2;10.4914;-163.232;980.596;phot
0;1;178302;0.378837;0;3;284.943;160.987;179.808;compt
0;1;178302;0.378837;0;3;270.037;189.974;248.527;compt
0;1;178302;0.378837;0;3;270.062;185.357;255.397;compt
0;1;182230;0.301479;0;1;248.568;103.702;219.154;compt
0;1;182230;0.301479;0;1;247.722;103.426;219.718;phot
0;2;182230;0.357384;0;3;326.578;-104.615;169.693;compt
0;2;182230;0.357384;0;3;328.225;-101.633;173.361;compt
0;2;182230;0.357384;0;3;328.562;-88.3173;177.954;compt
0;0;188100;0.130813;0;1;-321.538;78.7879;214.771;compt
0;0;188100;0.130813;0;1;-321.693;79.1637;215.176;phot
0;3;188100;0.516789;0;3;-251.341;-111.797;192.949;compt
0;3;188100;0.516789;0;3;-284.677;-92.2654;181.007;compt
0;3;188100;0.516789;0;3;-284.366;-92.0649;181.435;compt
0;0;188862;0.406359;0;1;-280.44;104.156;164.703;compt
0;3;188862;0.242639;0;0;-289.906;-122.774;164.733;phot
0;5;198918;0.280636;0;0;-70.9808;-141.843;957.502;phot
0;6;198918;0.391243;0;1;-138.693;-67.1714;959.456;compt
0;4;201409;0.332016;0;0;4.14278;133.219;960.557;phot
0;3;201409;0.32608;0;1;-253.074;-146.436;220.859;compt
0;2;201882;0.137377;0;0;242.008;-178.573;234.238;phot
0;3;201882;0.484703;0;2;-260.498;-184.823;202.253;compt
0;3;201882;0.484703;0;2;-241.45;-185.537;230.303;compt
0;4;202650;0.330267;0;1;-30.3075;205.3;973.938;compt
0;4;202650;0.330267;0;1;-13.6154;196.996;976.653;phot
0;0;202650;0.294039;0;1;-294.887;116.984;262.798;compt
0;0;208209;0.169573;0;0;-293.517;101.372;257.497;phot
0;3;208209;0.440159;0;4;-271.427;-123.055;193.232;compt
0;3;208209;0.440159;0;4;-289.016;-123.127;205.984;compt
0;3;208209;0.440159;0;4;-296.713;-115.361;194.745;compt
0;3;208209;0.440159;0;4;-298.846;-101.854;191.402;compt
0;7;210010;0.44928;0;4;115.085;2.77115;974.653;compt
0;7;210010;0.44928;0;4;119.418;4.99923;979.944;compt
0;7;210010;0.44928;0;4;119.975;5.16915;979.882;compt
0;7;210010;0.44928;0;4;120.431;5.20183;977.38;compt
0;3;210010;0.229537;0;1;-252.509;-88.9009;181.838;compt
0;3;210010;0.229537;0;1;-262.368;-98.3459;174.629;phot
0;0;216976;0.331144;0;3;-236.378;167.094;197.938;compt
0;0;216976;0.331144;0;3;-249.372;167.622;201.606;compt
0;0;216976;0.331144;0;3;-275.143;150.256;272.265;compt
0;6;216976;0.321903;0;0;-156.253;55.6047;968.402;phot
0;0;218558;0.188675;0;1;-285.601;113.91;258.873;compt
0;3;218558;0.295451;0;2;-254.524;-103.921;200.519;compt
0;3;218558;0.295451;0;2;-262.514;-99.6266;205.338;compt
0;1;220557;0.413709;0;2;300.957;127.725;163.437;compt
0;1;220557;0.413709;0;2;313.88;129.471;170.544;compt
0;2;220557;0.249149;0;0;317.469;-110.113;151.696;phot
0;6;221321;0.303248;0;0;-188.297;-24.1188;950.827;phot
0;2;221321;0.371481;0;1;258.492;-166.321;237.694;compt
0;4;225626;0.367665;0;2;52.662;115.418;1034.17;compt
0;4;225626;0.367665;0;2;50.6125;126.198;1025.12;compt
0;4;225626;0.367665;0;2;47.8704;130.471;1024.31;phot
0;7;225626;0.284308;0;1;159.901;29.8372;954.841;compt
0;6;228388;0.274361;0;0;-84.8772;-5.48753;957.534;phot
0;7;228388;0.404055;0;1;88.4254;17.967;960.221;compt
0;0;229650;0.238942;0;1;-234.228;139.019;211.648;compt
0;6;229650;0.0820115;0;2;-224.009;2.28252;961.088;compt
0;6;229650;0.0820115;0;2;-221.641;6.41586;971.518;compt
0;0;231753;0.414491;0;1;-346.079;88.1288;212.699;compt
0;3;231753;0.266174;0;1;-295.63;-112.185;270.137;compt
0;3;231753;0.266174;0;1;-299.576;-121.945;262.095;phot
0;5;232176;0.356569;0;3;-33.1651;-185.499;1010.22;compt
0;5;232176;0.356569;0;3;-22.7122;-166.408;1014.55;compt
0;5;232176;0.356569;0;3;-22.4887;-166.248;1014.96;compt
0;5;232176;0.356569;0;3;-23.2178;-162.945;1012.14;phot
0;3;232176;0.301993;0;1;-265.806;-110.503;192.688;compt
0;0;235844;0.458033;0;1;-312.647;213.646;150.614;compt
0;1;235844;0.215977;0;0;231.601;138.711;206.982;phot
0;5;242334;0.491212;0;1;-59.7844;-112.49;949.66;compt
0;2;242334;0.162235;0;0;272.056;-87.5836;216.017;phot
0;5;242346;0.353832;0;2;33.5633;-99.0615;956.815;compt
0;5;242346;0.353832;0;2;31.2788;-92.5604;960.668;compt
0;5;242346;0.353832;0;2;30.9967;-91.631;961.199;phot
0;3;242346;0.339104;0;1;-237.437;-200.963;209.605;compt
0;1;245763;0.192131;0;2;351.075;86.6111;224.923;compt
0;1;245763;0.192131;0;2;347.189;88.3382;224.012;compt
0;2;245763;0.350626;0;1;307.647;-85.7091;165.509;compt
0;0;251161;0.392543;0;1;-316.847;79.4883;220.243;compt
0;3;251161;0.241527;0;0;-318.773;-83.7715;197.284;phot
0;5;251784;0.261766;0;1;40.6637;-114.429;966.681;compt
0;5;251784;0.261766;0;1;46.8912;-107.793;981.019;phot
0;7;251784;0.402279;0;1;117.97;-54.7298;982.443;compt
0;5;258418;0.221899;0;0;64.2463;-125.425;952.629;phot
0;7;258418;0.45694;0;1;175.981;-67.9837;1015.79;compt
0;4;274582;0.300075;0;3;-8.01352;80.5496;952.707;compt
0;4;274582;0.300075;0;3;-4.06808;86.1615;951.279;compt
0;4;274582;0.300075;0;3;-3.05857;86.986;951.243;compt
0;4;274582;0.300075;0;3;-3.6145;84.3013;954.257;phot
0;6;274582;0.370555;0;2;-98.0108;41.4631;974.05;compt
0;6;274582;0.370555;0;2;-97.2057;42.1011;974.367;compt
0;4;276681;0.280223;0;2;23.6146;89.8655;977.934;compt
0;4;276681;0.280223;0;2;14.1081;88.6012;1000.54;compt
0;6;276681;0.373812;0;1;-89.1406;20.5285;1016.85;compt
0;6;276681;0.373812;0;1;-90.9093;19.5359;1018.53;phot
0;0;279016;0.219753;0;0;-282.053;182.773;270.682;phot
0;2;279016;0.418968;0;2;260.324;-117.708;218.161;compt
0;2;279016;0.418968;0;2;265.243;-114.234;233.148;compt
0;1;279566;0.16132;0;0;269.677;136.007;176.557;phot
0;3;279566;0.531628;0;2;-290.354;-134.749;147.177;compt
0;3;279566;0.531628;0;2;-291.378;-131.758;143.565;compt
0;1;283045;0.469188;0;1;268.933;123.505;167.893;compt
0;3;283045;0.194097;0;0;-299.591;-81.5088;172.607;phot
0;1;283746;0.307636;0;3;246.575;123.127;202.148;compt
0;1;283746;0.307636;0;3;259.555;113.064;205.677;compt
0;1;283746;0.307636;0;3;269.959;100.299;214.087;compt
0;2;283746;0.193943;0;1;271.025;-125.549;260.485;compt
0;1;284781;0.439642;0;2;314.389;86.9749;231.882;compt
0;1;284781;0.439642;0;2;314.174;85.5534;233.515;compt
0;2;284781;0.234752;0;0;329.801;-117.395;167.196;phot
0;0;285460;0.20741;0;1;-297.333;155.53;168.706;compt
0;0;285460;0.20741;0;1;-298.939;150.809;174.844;phot
0;1;285460;0.469911;0;1;271.443;138.217;187.612;compt
0;4;287978;0.325695;0;0;-53.8276;196.057;1035.53;phot
0;6;287978;0.315447;0;1;-129.308;60.4995;998.433;compt
0;5;288011;0.239728;0;1;-35.8962;-96.8218;975.36;compt
0;6;288011;0.319996;0;0;-118.454;-52.8204;978.695;phot
0;0;291298;0.356244;0;1;-242.027;106.162;217.183;compt
0;3;291298;0.0992794;0;2;-345.545;-100.279;227.784;compt
0;3;291298;0.0992794;0;2;-345.765;-102.322;226.147;compt
0;0;293185;0.194926;0;1;-304.394;85.5079;232.561;compt
0;3;293185;0.30979;0;3;-266.156;-87.6536;208.827;compt
0;3;293185;0.30979;0;3;-299.959;-92.0208;237.122;compt
0;3;293185;0.30979;0;3;-301.257;-89.0411;239.301;compt
0;2;298693;0.454284;0;2;271.177;-85.9295;192.541;compt
0;2;298693;0.454284;0;2;270.914;-82.1878;193.198;compt
0;7;298693;0.196861;0;1;140.402;71.4191;950.964;compt
0;7;298693;0.196861;0;1;140.36;71.3347;950.908;phot
0;1;302367;0.238634;0;0;289.007;96.2436;176.609;phot
0;2;302367;0.441889;0;2;292.362;-103.665;201.804;compt
0;2;302367;0.441889;0;2;305.887;-108.364;210.937;compt
0;4;315141;0.353739;0;2;-61.4297;165.22;969.27;compt
0;4;315141;0.353739;0;2;-60.0121;160.03;968.356;compt
0;4;315141;0.353739;0;2;-67.5261;151.527;966.459;phot
0;1;315141;0.329503;0;3;305.682;112.493;128.419;compt
0;1;315141;0.329503;0;3;348.96;113.724;163.867;compt
0;1;315141;0.329503;0;3;340.093;105.81;209.039;compt
0;4;322330;0.3602;0;1;-7.69201;131.762;950.653;compt
0;6;322330;0.27368;0;0;-142.132;71.6438;955.531;phot
0;0;329857;0.400818;0;3;-266.87;155.68;175.056;compt
0;0;329857;0.400818;0;3;-265.666;163.434;182.67;compt
0;0;329857;0.400818;0;3;-253.984;172.86;186.563;compt
0;1;329857;0.163562;0;1;225.281;149.999;211.488;compt
0;0;332268;0.218741;0;1;-248.264;160.983;245.241;compt
0;6;332268;0.395608;0;1;-170.325;33.2543;958.253;compt
0;6;332268;0.395608;0;1;-169.754;37.5704;966.244;phot
0;1;332840;0.368472;0;1;339.91;102.347;159.586;compt
0;2;332840;0.256936;0;1;375.124;-123.859;195.562;compt
0;2;332840;0.256936;0;1;375.822;-128.02;194.407;phot
0;5;337595;0.360378;0;2;37.7994;-96.9289;1044.26;compt
0;5;337595;0.360378;0;2;22.4151;-102.747;1042.14;compt
0;5;337595;0.360378;0;2;23.2822;-101.507;1040.86;phot
0;7;337595;0.31283;0;1;100.451;-52.1971;1013.59;compt
0;6;337786;0.398874;0;1;-222.741;15.4997;962.36;compt
0;6;337786;0.398874;0;1;-191.268;50.2206;1037.91;phot
0;3;337786;0.243031;0;1;-226.729;-133.652;211.682;compt
0;4;338639;0.307119;0;2;-24.6562;178.304;956.896;compt
0;4;338639;0.307119;0;2;-24.9018;177.771;957.027;compt
0;4;338639;0.307119;0;2;-24.8624;177.553;956.924;phot
0;0;338639;0.33906;0;1;-353.001;174.08;211.813;compt
0;6;347057;0.305892;0;1;-99.0129;16.0763;988.955;compt
0;6;347057;0.305892;0;1;-98.471;11.2076;985.874;phot
0;7;347057;0.371906;0;2;96.2599;-19.3344;954.202;compt
0;7;347057;0.371906;0;2;88.1386;-19.6014;955.323;compt
0;1;347259;0.104401;0;0;280.933;82.3985;201.575;phot
0;2;347259;0.290089;0;1;279.466;-112.624;258.595;compt
0;6;349089;0.300957;0;1;-102.137;-42.2413;961.324;compt
0;6;349089;0.300957;0;1;-97.0019;-38.2321;967.961;phot
0;2;349089;0.369321;0;1;325.087;-154.581;231.352;compt
0;0;351891;0.248684;0;0;-268.334;82.7031;194.507;phot
0;3;351891;0.399191;0;3;-292.018;-150.327;143.733;compt
0;3;351891;0.399191;0;3;-314.019;-117.357;189.441;compt
0;3;351891;0.399191;0;3;-328.037;-85.3367;192.698;compt
0;4;354042;0.286969;0;1;-53.5362;110.179;956.873;compt
0;6;354042;0.374376;0;2;-95.1829;-18.9;1033.74;compt
0;6;354042;0.374376;0;2;-91.4917;-26.0846;1036.65;compt
0;6;354042;0.374376;0;2;-90.3471;-27.2211;1037.91;phot
0;2;354269;0.453433;0;1;231.979;-170.471;207.673;compt
0;3;354269;0.124563;0;0;-297.474;-118.777;140.769;phot
0;0;355719;0.417161;0;3;-258.25;94.3475;177.288;compt
0;0;355719;0.417161;0;3;-266.722;88.8856;183.909;compt
0;0;355719;0.417161;0;3;-267.359;86.2962;183.652;compt
0;3;355719;0.176346;0;0;-331.58;-104.993;151.992;phot
0;4;358166;0.0767099;0;1;-72.4618;137.353;964.638;compt
0;6;358166;0.348542;0;2;-118.008;55.4836;999.46;compt
0;6;358166;0.348542;0;2;-146.976;54.7719;1012.23;compt
0;6;358166;0.348542;0;2;-146.385;55.2054;1011.55;phot
0;0;362233;0.426114;0;1;-316.613;81.9293;233.331;compt
0;3;362233;0.239715;0;0;-288.345;-112.618;203.173;phot
0;4;362554;0.182669;0;0;15.2676;80.7458;991.802;phot
0;7;362554;0.373552;0;3;117.486;16.3365;963.842;compt
0;7;362554;0.373552;0;3;102.495;10.3505;988.193;compt
0;7;362554;0.373552;0;3;81.2149;12.1745;1034.68;compt
0;2;363902;0.272794;0;1;320.601;-87.8117;254.648;compt
0;7;363902;0.245474;0;0;205.407;27.2987;962.282;phot
0;1;367191;0.419547;0;2;272.383;101.805;188.364;compt
0;1;367191;0.419547;0;2;271.338;98.419;189.909;compt
0;2;367191;0.230288;0;1;238.795;-101.408;200.768;compt
0;2;367191;0.230288;0;1;236.668;-105.468;203.476;phot
0;4;368696;0.381453;0;3;-56.956;125.134;1036.43;compt
0;4;368696;0.381453;0;3;-58.9054;128.613;1047.6;compt
0;4;368696;0.381453;0;3;-59.9741;126.549;1048.89;compt
0;4;368696;0.381453;0;3;-59.6421;124.442;1047.31;phot
0;5;368696;0.254082;0;3;25.0402;-109.002;974.129;compt
0;5;368696;0.254082;0;3;23.7435;-107.659;979.685;compt
0;5;368696;0.254082;0;3;23.0421;-81.9898;995.551;compt
0;1;370167;0.23963;0;0;284.371;88.507;213.789;phot
0;2;370167;0.426306;0;1;321.634;-115.303;126.381;compt
0;2;370859;0.203475;0;0;306.158;-105.848;131.036;phot
0;3;370859;0.46934;0;1;-233.811;-131.787;199.988;compt
0;5;370967;0.152759;0;0;72.1971;-137.951;986.449;phot
0;7;370967;0.00920058;0;1;122.704;-67.601;1023.17;compt
0;5;370980;0.391078;0;1;-64.6926;-121.465;999.497;compt
0;6;370980;0.264372;0;0;-160.935;-71.9562;995.018;phot
0;0;371649;0.488549;0;2;-260.646;93.5046;179.522;compt
0;0;371649;0.488549;0;2;-260.13;89.1296;175.561;compt
0;3;371649;0.175552;0;1;-241.19;-104.848;208.119;compt
0;3;371649;0.175552;0;1;-241.15;-101.499;205.156;phot
0;2;374522;0.477907;0;1;256.615;-157.109;182.943;compt
0;3;374522;0.191739;0;0;-270.511;-115.066;163.542;phot
0;4;375407;0.0888445;0;1;-71.4993;132.952;1031.93;compt
0;6;375407;0.295404;0;1;-90.3704;-0.498835;966.722;compt
0;6;377546;0.292169;0;1;-108.381;-40.4402;952.631;compt
0;7;377546;0.359787;0;1;82.9259;-11.8352;1037.32;compt
0;7;377546;0.359787;0;1;84.6215;-10.9047;1035.86;phot
0;1;386150;0.477938;0;1;264.972;110.78;173.754;compt
0;3;386150;0.100782;0;1;-314.831;-79.4249;191.892;compt
0;3;386150;0.100782;0;1;-305.743;-79.44;199.622;phot
0;0;392915;0.42195;0;2;-245.268;116.208;223.941;compt
0;0;392915;0.42195;0;2;-257.217;115.545;236.8;compt
0;3;392915;0.0294181;0;1;-236.158;-122.113;215.107;compt
0;5;403693;0.348711;0;0;-4.05186;-91.6425;1018.67;phot
0;6;403693;0.304751;0;2;-108.62;-27.1661;952.308;compt
0;6;403693;0.304751;0;2;-108.848;-26.9038;966.183;compt
0;5;405343;0.32633;0;1;36.2455;-153.593;957.577;compt
0;5;405343;0.32633;0;1;36.9831;-148.144;958.01;phot
0;1;405343;0.333929;0;2;335.782;182.273;195.745;compt
0;1;405343;0.333929;0;2;336.975;193.408;222.822;compt
0;1;406230;0.414379;0;1;296.317;93.7766;252.147;compt
0;2;406230;0.277815;0;0;332.407;-79.4541;217.1;phot
0;1;408523;0.431565;0;2;256.264;134.422;206.334;compt
0;1;408523;0.431565;0;2;242.475;141.811;236.969;compt
0;3;408523;0.205673;0;0;-307.383;-80.8303;191.801;phot
0;1;412487;0.230742;0;0;300.544;92.051;138.223;phot
0;2;412487;0.406352;0;2;301.356;-118.333;155.973;compt
0;2;412487;0.406352;0;2;304.224;-91.5662;153.279;compt
0;4;414076;0.328967;0;1;12.2401;81.6635;955.679;compt
0;5;414076;0.34471;0;2;43.1827;-97.5894;1006.76;compt
0;5;414076;0.34471;0;2;44.86;-103.791;1003.75;compt
0;5;414076;0.34471;0;2;46.0622;-106.36;1007.01;phot
0;5;416985;0.264253;0;2;38.8605;-208.21;984.336;compt
0;5;416985;0.264253;0;2;32.2556;-214.175;994.024;compt
0;5;416985;0.264253;0;2;40.715;-212.86;988.756;phot
0;1;416985;0.38772;0;3;249.57;164.321;205.273;compt
0;1;416985;0.38772;0;3;248.714;164.506;207.379;compt
0;1;416985;0.38772;0;3;254.341;166.509;223.317;compt
0;0;422358;0.234227;0;1;-316.618;100.368;149.413;compt
0;3;422358;0.338792;0;2;-362.979;-107.134;177.779;compt
0;3;422358;0.338792;0;2;-361.898;-106.591;178.123;compt
0;3;422358;0.338792;0;2;-361.194;-105.304;179.035;phot
0;0;423377;0.473993;0;1;-258.185;149.771;177.23;compt
0;1;423377;0.202413;0;0;283.209;132.232;161.267;phot
0;0;428955;0.268826;0;1;-304.575;80.6814;202.403;compt
0;0;428955;0.268826;0;1;-308.42;84.392;192.245;phot
0;3;428955;0.418803;0;1;-318.807;-120.556;127.017;compt
