board;channel;timetag;energy;energyshort;flags
0;4;160730;0.109987;0;4000
0;7;160829;0.189215;0;4000
0;1;161042;0.662;0;4000
0;7;161323;0.662;0;4000
0;1;162009;0.204777;0;4000
0;7;162045;0.250362;0;4000
0;0;162107;0.24161;0;4000
0;2;162236;0.129096;0;4000
0;6;162282;0.662;0;4000
0;6;163351;0.662;0;4000
0;6;163403;0.662;0;4000
0;3;163537;0.348014;0;4000
0;4;164442;0.662;0;4000
0;4;165553;0.468453;0;4000
0;5;165553;0.0110875;0;4000
0;6;166157;0.268689;0;4000
0;7;166169;0.2446;0;4000
0;7;166194;0.662;0;4000
0;7;166257;0.662;0;4000
0;1;166336;0.469237;0;4000
0;4;166377;0.662;0;4000
0;0;166454;0.318252;0;4000
0;7;166605;0.662;0;4000
0;5;166933;0.442097;0;4000
0;1;167095;0.364861;0;4000
0;4;167331;0.472366;0;4000
0;5;167355;0.196407;0;4000
0;1;167479;0.145767;0;4000
0;1;167732;0.322234;0;4000
0;1;167940;0.397853;0;4000
0;5;167964;0.662;0;4000
0;2;167998;0.202783;0;4000
0;1;168402;0.662;0;4000
0;0;168536;0.0529728;0;4000
0;4;168804;0.662;0;4000
0;6;169405;0.406818;0;4000
0;2;169809;0.170219;0;4000
0;3;170536;0.662;0;4000
0;4;171014;0.662;0;4000
0;2;171571;0.0763915;0;4000
0;4;172097;0.662;0;4000
0;3;172617;0.0709183;0;4000
0;4;172708;0.662;0;4000
0;2;172825;0.460662;0;4000
0;3;173338;0.662;0;4000
0;0;173602;0.522812;0;4000
0;5;173682;0.662;0;4000
0;3;173983;0.662;0;4000
0;7;174185;0.349352;0;4000
0;7;174717;0.233366;0;4000
0;1;174886;0.490018;0;4000
0;0;174999;0.31544;0;4000
0;4;175035;0.587842;0;4000
0;1;175421;0.662;0;4000
0;0;175833;0.405975;0;4000
0;4;175856;0.662;0;4000
0;3;175869;0.662;0;4000
0;5;176206;0.662;0;4000
0;5;176491;0.662;0;4000
0;7;176780;0.333227;0;4000
0;6;176795;0.105523;0;4000
0;2;177262;0.0451941;0;4000
0;3;177266;0.145707;0;4000
0;1;177881;0.662;0;4000
0;1;178121;0.154142;0;4000
0;7;178276;0.662;0;4000
0;6;178412;0.0950684;0;4000
0;7;178515;0.357289;0;4000
0;3;178595;0.662;0;4000
0;6;178879;0.304555;0;4000
0;7;179205;0.662;0;4000
0;7;179526;0.662;0;4000
0;6;179699;0.662;0;4000
0;3;179826;0.301636;0;4000
0;1;179901;0.225306;0;4000
0;2;180086;0.159968;0;4000
0;1;180106;0.463194;0;4000
0;2;180349;0.492596;0;4000
0;4;180582;0.0790226;0;4000
0;7;180794;0.17345;0;4000
0;5;180830;0.257965;0;4000
0;0;180997;0.210165;0;4000
0;2;181184;0.229128;0;4000
0;7;181631;0.662;0;4000
0;0;181750;0.270747;0;4000
0;2;182064;0.0360027;0;4000
0;1;182069;0.662;0;4000
0;3;182518;0.276117;0;4000
0;5;183097;0.662;0;4000
0;6;183247;0.414636;0;4000
0;3;183486;0.125496;0;4000
0;5;184082;0.662;0;4000
0;5;184428;0.0540247;0;4000
0;4;184539;0.662;0;4000
0;5;184599;0.662;0;4000
0;1;184619;0.0762486;0;4000
0;2;184637;0.20447;0;4000
0;2;185052;0.432731;0;4000
0;5;185349;0.662;0;4000
0;6;185385;0.662;0;4000
0;5;185638;0.662;0;4000
0;3;186021;0.662;0;4000
0;3;186079;0.0234385;0;4000
0;1;186389;0.108963;0;4000
0;7;186399;0.662;0;4000
0;4;186504;0.551117;0;4000
0;6;186782;0.662;0;4000
0;0;187825;0.211063;0;4000
0;5;188527;0.662;0;4000
0;4;188760;0.183127;0;4000
0;5;189090;0.268133;0;4000
0;2;189276;0.662;0;4000
0;1;189309;0.662;0;4000
0;1;189432;0.365962;0;4000
0;1;189750;0.38289;0;4000
0;2;189859;0.406696;0;4000
0;6;190038;0.662;0;4000
0;2;190075;0.244881;0;4000
0;2;190229;0.320993;0;4000
0;0;190273;0.198536;0;4000
0;1;190585;0.662;0;4000
0;3;190730;0.305939;0;4000
0;6;191209;0.662;0;4000
0;0;191395;0.662;0;4000
0;0;192134;0.476373;0;4000
0;0;192394;0.30872;0;4000
0;3;192636;0.154378;0;4000
0;6;192999;0.662;0;4000
0;7;193617;0.662;0;4000
0;3;193816;0.0122312;0;4000
0;2;194081;0.454704;0;4000
0;6;194138;0.228364;0;4000
0;7;194201;0.662;0;4000
0;1;194554;0.419142;0;4000
0;6;194701;0.662;0;4000
0;5;195453;0.405494;0;4000
0;5;195857;0.416986;0;4000
0;4;196260;0.566878;0;4000
0;4;196364;0.662;0;4000
0;2;197783;0.662;0;4000
0;5;198275;0.662;0;4000
0;5;198292;0.418177;0;4000
0;4;198381;0.662;0;4000
0;0;199368;0.472827;0;4000
0;1;199892;0.206878;0;4000
0;7;200097;0.175801;0;4000
0;5;200307;0.0448628;0;4000
0;3;200457;0.0921131;0;4000
0;6;201276;0.299809;0;4000
0;3;201354;0.338606;0;4000
0;0;201377;0.431474;0;4000
0;3;201795;0.528167;0;4000
0;2;202084;0.0207742;0;4000
0;2;202370;0.163989;0;4000
0;7;202803;0.191025;0;4000
0;4;202887;0.195979;0;4000
0;2;202987;0.662;0;4000
0;4;203133;0.662;0;4000
0;7;203734;0.148268;0;4000
0;5;204492;0.662;0;4000
0;3;204659;0.100965;0;4000
0;2;204682;0.339413;0;4000
0;2;204834;0.247254;0;4000
0;5;205204;0.662;0;4000
0;5;205473;0.186762;0;4000
0;7;205837;0.662;0;4000
0;0;205943;0.662;0;4000
0;6;206077;0.19993;0;4000
0;4;206419;0.366172;0;4000
0;2;206667;0.662;0;4000
0;4;206752;0.335616;0;4000
0;6;206824;0.662;0;4000
0;4;207258;0.452983;0;4000
0;2;208040;0.662;0;4000
0;7;208142;0.662;0;4000
0;0;208284;0.454994;0;4000
0;7;208734;0.662;0;4000
0;0;208981;0.382615;0;4000
0;7;209090;0.662;0;4000
0;6;209270;0.662;0;4000
0;7;209283;0.414237;0;4000
0;2;209840;0.46226;0;4000
0;0;210123;0.0780069;0;4000
0;5;210174;0.662;0;4000
0;3;210495;0.662;0;4000
0;3;210634;0.662;0;4000
0;0;210886;0.533865;0;4000
0;5;211073;0.293264;0;4000
0;6;211073;0.368736;0;4000
0;4;211079;0.662;0;4000
0;5;211433;0.267327;0;4000
0;5;213170;0.662;0;4000
0;4;213855;0.470354;0;4000
0;4;213886;0.662;0;4000
0;1;214338;0.339426;0;4000
0;2;214493;0.0620538;0;4000
0;6;214716;0.34504;0;4000
0;3;214764;0.662;0;4000
0;6;214932;0.237619;0;4000
0;6;215614;0.0843976;0;4000
0;6;216418;0.340113;0;4000
0;1;216679;0.662;0;4000
0;1;217316;0.262276;0;4000
0;1;217331;0.381874;0;4000
0;6;217435;0.409903;0;4000
0;6;217833;0.662;0;4000
0;3;217956;0.142703;0;4000
0;3;217963;0.368569;0;4000
0;3;218566;0.662;0;4000
0;2;218935;0.210019;0;4000
0;3;219192;0.151718;0;4000
0;5;219544;0.662;0;4000
0;2;220148;0.662;0;4000
0;6;220235;0.662;0;4000
0;4;220917;0.662;0;4000
0;2;221195;0.662;0;4000
0;7;221209;0.421087;0;4000
0;3;221541;0.662;0;4000
0;0;221729;0.156695;0;4000
0;0;221752;0.345536;0;4000
0;6;222105;0.662;0;4000
0;4;222123;0.662;0;4000
0;0;222154;0.318775;0;4000
0;6;222460;0.662;0;4000
0;6;222592;0.662;0;4000
0;4;222956;0.662;0;4000
0;1;223752;0.662;0;4000
0;0;223783;0.287514;0;4000
0;7;223829;0.662;0;4000
0;0;224224;0.445908;0;4000
0;4;224572;0.303241;0;4000
0;5;224572;0.358759;0;4000
0;1;224574;0.662;0;4000
0;0;224865;0.215275;0;4000
0;0;224953;0.662;0;4000
0;2;225185;0.662;0;4000
0;3;225466;0.28414;0;4000
0;7;225639;0.662;0;4000
0;2;226115;0.433454;0;4000
0;1;226422;0.301099;0;4000
0;1;226444;0.0142664;0;4000
0;1;226467;0.124983;0;4000
