board;channel;timetag;energy;energyshort;flags
0;0;3034371;0.530492;0;4000
0;4;3034442;0.662;0;4000
0;0;3035097;0.35901;0;4000
0;3;3035358;0.662;0;4000
0;6;3036302;0.662;0;4000
0;4;3036439;0.437364;0;4000
0;7;3036442;0.521041;0;4000
0;3;3036599;0.135799;0;4000
0;2;3036630;0.662;0;4000
0;1;3036758;0.101789;0;4000
0;1;3037026;0.662;0;4000
0;5;3037940;0.233915;0;4000
0;3;3039225;0.188474;0;4000
0;6;3039242;0.662;0;4000
0;3;3039401;0.3752;0;4000
0;1;3039558;0.662;0;4000
0;6;3039571;0.206531;0;4000
0;0;3039650;0.319207;0;4000
0;2;3039875;0.421132;0;4000
0;4;3039963;0.432369;0;4000
0;7;3040298;0.662;0;4000
0;6;3040433;0.662;0;4000
0;6;3040575;0.662;0;4000
0;1;3041475;0.662;0;4000
0;2;3041492;0.137849;0;4000
0;6;3042021;0.662;0;4000
0;4;3042517;0.229922;0;4000
0;2;3043165;0.662;0;4000
0;3;3043285;0.163215;0;4000
0;0;3043293;0.194546;0;4000
0;4;3043714;0.662;0;4000
0;1;3044039;0.662;0;4000
0;2;3044358;0.0770083;0;4000
0;3;3044550;0.277705;0;4000
0;6;3044675;0.0584799;0;4000
0;7;3044675;0.26936;0;4000
0;1;3044764;0.344492;0;4000
0;3;3044791;0.120375;0;4000
0;5;3044868;0.662;0;4000
0;7;3044966;0.662;0;4000
0;1;3045338;0.264908;0;4000
0;2;3045680;0.662;0;4000
0;0;3045723;0.274156;0;4000
0;1;3045848;0.309591;0;4000
0;4;3046449;0.312347;0;4000
0;0;3046561;0.623548;0;4000
0;5;3047319;0.662;0;4000
0;7;3047336;0.0727733;0;4000
0;4;3047454;0.662;0;4000
0;5;3047914;0.278316;0;4000
0;6;3047914;0.383684;0;4000
0;0;3048040;0.382494;0;4000
0;4;3048254;0.091055;0;4000
0;3;3048300;0.201291;0;4000
0;4;3048640;0.0588248;0;4000
0;3;3049238;0.3384;0;4000
0;1;3049356;0.169645;0;4000
0;0;3049744;0.340218;0;4000
0;1;3050044;0.118392;0;4000
0;4;3050504;0.662;0;4000
0;7;3050861;0.0513149;0;4000
0;4;3051103;0.289119;0;4000
0;2;3051505;0.0802213;0;4000
0;6;3051674;0.662;0;4000
0;1;3051743;0.662;0;4000
0;1;3051789;0.662;0;4000
0;1;3052331;0.662;0;4000
0;2;3052853;0.374175;0;4000
0;4;3053024;0.662;0;4000
0;6;3053116;0.662;0;4000
0;2;3053138;0.603368;0;4000
0;0;3053308;0.175739;0;4000
0;1;3053498;0.0744914;0;4000
0;7;3054044;0.470338;0;4000
0;5;3054409;0.662;0;4000
0;1;3054569;0.115696;0;4000
0;2;3054736;0.640665;0;4000
0;7;3055177;0.212443;0;4000
0;1;3055622;0.662;0;4000
0;1;3055685;0.662;0;4000
0;5;3056154;0.662;0;4000
0;6;3056324;0.108202;0;4000
0;0;3057029;0.662;0;4000
0;1;3057358;0.662;0;4000
0;0;3058177;0.171333;0;4000
0;1;3058735;0.0548245;0;4000
0;1;3058826;0.662;0;4000
0;6;3058961;0.13532;0;4000
0;5;3059167;0.662;0;4000
0;6;3059494;0.662;0;4000
0;5;3059929;0.662;0;4000
0;3;3060111;0.452998;0;4000
0;4;3060132;0.15484;0;4000
0;5;3060132;0.282732;0;4000
0;3;3060621;0.311715;0;4000
0;5;3060840;0.662;0;4000
0;4;3061242;0.466531;0;4000
0;0;3061519;0.662;0;4000
0;2;3061573;0.662;0;4000
0;6;3061594;0.662;0;4000
0;3;3062317;0.146845;0;4000
0;3;3062531;0.662;0;4000
0;0;3063318;0.662;0;4000
0;1;3063405;0.117814;0;4000
0;0;3063621;0.662;0;4000
0;4;3064165;0.662;0;4000
0;0;3064304;0.662;0;4000
0;2;3064897;0.283943;0;4000
0;1;3065044;0.0520931;0;4000
0;6;3066018;0.50175;0;4000
0;6;3066196;0.662;0;4000
0;6;3066198;0.662;0;4000
0;1;3066376;0.233389;0;4000
0;5;3066636;0.662;0;4000
0;3;3066866;0.662;0;4000
0;2;3067687;0.662;0;4000
0;1;3067844;0.259981;0;4000
0;2;3068266;0.18316;0;4000
0;5;3068614;0.662;0;4000
0;4;3069670;0.147555;0;4000
0;0;3069796;0.662;0;4000
0;2;3069866;0.00153091;0;4000
0;7;3069923;0.662;0;4000
0;2;3070176;0.286666;0;4000
0;0;3070594;0.441928;0;4000
0;7;3070952;0.662;0;4000
0;6;3071035;0.662;0;4000
0;6;3071036;0.662;0;4000
0;1;3071122;0.41185;0;4000
0;0;3071429;0.662;0;4000
0;6;3071442;0.387219;0;4000
0;1;3071549;0.0930873;0;4000
0;5;3071596;0.662;0;4000
0;7;3071937;0.277159;0;4000
0;4;3072113;0.448195;0;4000
0;7;3072570;0.662;0;4000
0;0;3072643;0.405183;0;4000
0;3;3072714;0.0223212;0;4000
0;3;3073325;0.662;0;4000
0;4;3073463;0.064203;0;4000
0;4;3073693;0.475333;0;4000
0;7;3073739;0.662;0;4000
0;2;3074378;0.160871;0;4000
0;4;3074526;0.662;0;4000
0;1;3074639;0.662;0;4000
0;3;3074709;0.0392141;0;4000
0;6;3075176;0.255281;0;4000
0;7;3075176;0.406719;0;4000
0;2;3075537;0.662;0;4000
0;5;3076210;0.662;0;4000
0;2;3076259;0.662;0;4000
0;0;3077066;0.662;0;4000
0;6;3077378;0.662;0;4000
0;5;3077482;0.662;0;4000
0;2;3077999;0.102782;0;4000
0;5;3078155;0.286442;0;4000
0;6;3078161;0.662;0;4000
0;1;3078989;0.662;0;4000
0;1;3079002;0.662;0;4000
0;6;3079498;0.088972;0;4000
0;1;3079627;0.662;0;4000
0;6;3079733;0.486222;0;4000
0;5;3080204;0.662;0;4000
0;2;3080679;0.472098;0;4000
0;0;3080899;0.662;0;4000
0;3;3081189;0.104042;0;4000
0;5;3081477;0.662;0;4000
0;4;3081546;0.662;0;4000
0;0;3081975;0.282162;0;4000
0;5;3082030;0.235385;0;4000
0;3;3082046;0.130787;0;4000
0;1;3082427;0.662;0;4000
0;2;3082643;0.157242;0;4000
0;5;3082932;0.662;0;4000
0;1;3082982;0.464034;0;4000
0;2;3083184;0.29889;0;4000
0;2;3083507;0.662;0;4000
0;3;3083509;0.0162991;0;4000
0;2;3083789;0.0726301;0;4000
0;5;3084128;0.662;0;4000
0;5;3084413;0.662;0;4000
0;4;3084492;0.662;0;4000
0;6;3084965;0.456674;0;4000
0;3;3085700;0.196896;0;4000
0;6;3085833;0.662;0;4000
0;0;3086012;0.662;0;4000
0;6;3086247;0.529581;0;4000
0;1;3086385;0.238435;0;4000
0;5;3086450;0.662;0;4000
0;2;3087258;0.03897;0;4000
0;2;3087590;0.662;0;4000
0;0;3087797;0.662;0;4000
0;5;3087961;0.662;0;4000
0;4;3087996;0.188764;0;4000
0;6;3088218;0.375158;0;4000
0;4;3088369;0.662;0;4000
0;7;3088486;0.662;0;4000
0;3;3088724;0.318228;0;4000
0;5;3088918;0.662;0;4000
0;5;3088969;0.662;0;4000
0;3;3089012;0.662;0;4000
0;6;3089113;0.662;0;4000
0;4;3089223;0.427369;0;4000
0;5;3089444;0.227855;0;4000
0;7;3089557;0.662;0;4000
0;7;3089651;0.414938;0;4000
0;1;3089664;0.0912523;0;4000
0;2;3090077;0.0408357;0;4000
0;2;3090115;0.662;0;4000
0;5;3090116;0.662;0;4000
0;5;3090275;0.662;0;4000
0;2;3090329;0.662;0;4000
0;7;3090616;0.0718334;0;4000
0;0;3090619;0.30862;0;4000
0;2;3091363;0.662;0;4000
0;0;3091479;0.384342;0;4000
0;7;3091534;0.374376;0;4000
0;0;3091622;0.0126158;0;4000
0;5;3091979;0.510068;0;4000
0;6;3092111;0.552178;0;4000
0;6;3092988;0.662;0;4000
0;4;3093362;0.258415;0;4000
0;0;3093609;0.662;0;4000
0;5;3093879;0.0280277;0;4000
0;1;3094551;0.472863;0;4000
0;5;3094717;0.662;0;4000
0;6;3094739;0.452457;0;4000
0;3;3095550;0.283155;0;4000
0;6;3095650;0.662;0;4000
0;4;3095862;0.662;0;4000
0;1;3096085;0.0124015;0;4000
0;7;3096165;0.662;0;4000
0;7;3096363;0.662;0;4000
0;3;3096613;0.337234;0;4000
0;3;3096652;0.462056;0;4000
0;1;3097310;0.488188;0;4000
0;1;3097372;0.359305;0;4000
0;7;3097809;0.454029;0;4000
0;3;3097888;0.192051;0;4000
0;5;3098128;0.26652;0;4000
0;4;3098385;0.662;0;4000
0;0;3099238;0.662;0;4000
0;3;3099459;0.662;0;4000
0;4;3099619;0.41402;0;4000
0;1;3099697;0.662;0;4000
0;0;3099928;0.662;0;4000
0;6;3100110;0.286577;0;4000
0;5;3100370;0.252134;0;4000
0;6;3100370;0.409866;0;4000
0;0;3100403;0.662;0;4000
0;2;3100521;0.31956;0;4000
0;7;3101109;0.469906;0;4000
0;1;3101215;0.469878;0;4000
0;3;3102757;0.339732;0;4000
0;2;3103341;0.127692;0;4000
0;1;3104439;0.102682;0;4000
0;7;3104495;0.662;0;4000
0;5;3105073;0.0852741;0;4000
0;5;3105411;0.662;0;4000
0;4;3105504;0.166022;0;4000
0;1;3106048;0.373921;0;4000
0;4;3106098;0.444021;0;4000
0;5;3106098;0.217979;0;4000
0;7;3106654;0.662;0;4000
0;1;3106792;0.135693;0;4000
0;0;3106876;0.170277;0;4000
0;3;3107233;0.662;0;4000
0;7;3107297;0.366119;0;4000
0;2;3107598;0.264532;0;4000
0;0;3107896;0.139258;0;4000
0;1;3108021;0.662;0;4000
0;4;3108376;0.662;0;4000
0;2;3108906;0.0429474;0;4000
0;0;3108924;0.245518;0;4000
0;5;3109357;0.662;0;4000
0;5;3110455;0.662;0;4000
0;1;3110531;0.662;0;4000
0;3;3110719;0.662;0;4000
0;5;3111336;0.483088;0;4000
0;3;3111400;0.27181;0;4000
0;6;3111785;0.662;0;4000
0;7;3112905;0.201374;0;4000
0;0;3113336;0.295099;0;4000
0;4;3113507;0.343448;0;4000
0;2;3113736;0.191093;0;4000
0;0;3114430;0.206715;0;4000
0;2;3114460;0.662;0;4000
0;1;3114777;0.189758;0;4000
0;3;3114847;0.662;0;4000
0;2;3115595;0.079895;0;4000
0;1;3116126;0.0875483;0;4000
0;5;3116214;0.662;0;4000
0;0;3116621;0.135653;0;4000
0;3;3117072;0.662;0;4000
0;2;3117378;0.207272;0;4000
0;6;3117643;0.662;0;4000
0;6;3118254;0.662;0;4000
0;3;3118422;0.366759;0;4000
0;2;3118844;0.40009;0;4000
0;5;3118981;0.662;0;4000
0;1;3119145;0.260147;0;4000
0;2;3119145;0.401853;0;4000
0;3;3119210;0.662;0;4000
0;2;3119743;0.662;0;4000
0;6;3119823;0.662;0;4000
0;6;3119907;0.265813;0;4000
0;1;3120120;0.662;0;4000
0;3;3120711;0.662;0;4000
0;7;3120723;0.662;0;4000
0;2;3121075;0.0419239;0;4000
0;7;3121302;0.662;0;4000
0;2;3121533;0.145314;0;4000
0;3;3123515;0.187915;0;4000
0;7;3123665;0.0782362;0;4000
0;3;3123791;0.224914;0;4000
0;2;3124544;0.662;0;4000
0;6;3124579;0.662;0;4000
0;4;3124789;0.263929;0;4000
0;6;3124789;0.147768;0;4000
0;2;3125028;0.235605;0;4000
0;5;3125132;0.662;0;4000
0;3;3125531;0.441612;0;4000
0;6;3126389;0.662;0;4000
0;1;3127086;0.662;0;4000
0;2;3127145;0.662;0;4000
0;7;3127424;0.170411;0;4000
0;2;3127659;0.284445;0;4000
0;5;3128575;0.462312;0;4000
0;7;3128837;0.184055;0;4000
0;7;3128906;0.662;0;4000
0;5;3129000;0.403336;0;4000
0;3;3129208;0.459031;0;4000
0;5;3129449;0.0576183;0;4000
0;6;3129535;0.662;0;4000
0;7;3129734;0.214164;0;4000
0;7;3130113;0.662;0;4000
0;3;3130128;0.396824;0;4000
0;5;3130250;0.662;0;4000
0;7;3130301;0.662;0;4000
0;1;3130415;0.314976;0;4000
0;4;3130675;0.662;0;4000
0;4;3131363;0.662;0;4000
0;7;3131904;0.0879549;0;4000
0;5;3132144;0.662;0;4000
0;7;3132176;0.472495;0;4000
0;2;3132387;0.126545;0;4000
0;1;3132762;0.33452;0;4000
0;4;3133172;0.662;0;4000
0;3;3133203;0.17585;0;4000
0;2;3133357;0.326402;0;4000
0;6;3133427;0.662;0;4000
0;2;3133546;0.114338;0;4000
0;1;3133700;0.0376781;0;4000
0;2;3133862;0.0410886;0;4000
0;5;3134219;0.119028;0;4000
0;5;3134567;0.662;0;4000
0;6;3134600;0.395737;0;4000
0;0;3134991;0.662;0;4000
0;5;3135403;0.257198;0;4000
0;6;3135430;0.662;0;4000
0;5;3135906;0.254014;0;4000
0;3;3136044;0.662;0;4000
0;1;3136421;0.403009;0;4000
0;3;3136946;0.483247;0;4000
0;0;3137319;0.407487;0;4000
0;3;3137478;0.353094;0;4000
0;4;3137802;0.662;0;4000
0;1;3137939;0.0868546;0;4000
0;3;3138153;0.272213;0;4000
0;6;3138169;0.662;0;4000
0;3;3138217;0.488622;0;4000
0;2;3138408;0.337636;0;4000
0;5;3138445;0.662;0;4000
0;7;3138452;0.662;0;4000
0;5;3138572;0.318112;0;4000
0;1;3138578;0.180297;0;4000
0;2;3138578;0.481703;0;4000
0;6;3138606;0.662;0;4000
0;5;3138640;0.662;0;4000
0;5;3139387;0.662;0;4000
0;4;3139513;0.662;0;4000
0;6;3139515;0.662;0;4000
0;3;3140238;0.662;0;4000
0;7;3140713;0.662;0;4000
0;0;3140730;0.430173;0;4000
0;1;3141975;0.662;0;4000
0;6;3142230;0.462663;0;4000
0;5;3142656;0.662;0;4000
0;3;3142731;0.662;0;4000
0;0;3142901;0.204012;0;4000
0;7;3142948;0.662;0;4000
0;2;3143306;0.354682;0;4000
0;6;3143448;0.662;0;4000
0;6;3143626;0.123099;0;4000
0;6;3143842;0.543794;0;4000
0;1;3143898;0.0982137;0;4000
0;4;3143910;0.227723;0;4000
0;1;3143911;0.370502;0;4000
0;2;3144621;0.22342;0;4000
0;2;3145402;0.662;0;4000
0;5;3145434;0.0599308;0;4000
0;0;3145501;0.662;0;4000
0;6;3145638;0.662;0;4000
0;5;3145642;0.286285;0;4000
0;3;3145865;0.0454152;0;4000
0;1;3145952;0.662;0;4000
0;6;3146317;0.662;0;4000
0;6;3146786;0.662;0;4000
0;2;3146933;0.404549;0;4000
0;4;3148021;0.338873;0;4000
0;7;3148021;0.276393;0;4000
0;0;3149044;0.232318;0;4000
0;3;3149336;0.0775709;0;4000
0;1;3149582;0.380063;0;4000
0;7;3150408;0.662;0;4000
0;2;3150909;0.161725;0;4000
0;7;3151164;0.662;0;4000
0;7;3151634;0.371348;0;4000
0;3;3151670;0.662;0;4000
0;2;3152303;0.662;0;4000
0;1;3152334;0.33141;0;4000
0;0;3152574;0.404714;0;4000
0;5;3152945;0.662;0;4000
0;3;3153028;0.0647362;0;4000
0;1;3153516;0.662;0;4000
0;7;3153637;0.192914;0;4000
0;2;3153686;0.0558991;0;4000
0;7;3153921;0.662;0;4000
0;2;3154140;0.364993;0;4000
0;4;3154355;0.182568;0;4000
0;4;3154968;0.662;0;4000
0;0;3155068;0.436607;0;4000
0;0;3157279;0.662;0;4000
0;3;3157423;0.662;0;4000
0;7;3158012;0.662;0;4000
0;0;3158013;0.662;0;4000
0;6;3158137;0.449856;0;4000
0;7;3158352;0.662;0;4000
0;4;3158366;0.662;0;4000
0;4;3158808;0.103868;0;4000
0;1;3159145;0.0824663;0;4000
0;5;3159161;0.662;0;4000
0;2;3159173;0.420766;0;4000
0;1;3159758;0.474288;0;4000
0;7;3160304;0.662;0;4000
0;1;3160534;0.190842;0;4000
0;2;3160642;0.364462;0;4000
0;4;3161223;0.662;0;4000
0;2;3161239;0.367077;0;4000
0;7;3161526;0.45498;0;4000
0;7;3161870;0.430504;0;4000
0;5;3161873;0.662;0;4000
0;2;3161917;0.153888;0;4000
0;7;3162246;0.0243144;0;4000
0;3;3162655;0.360007;0;4000
0;3;3162907;0.662;0;4000
0;7;3163222;0.662;0;4000
0;3;3163487;0.108169;0;4000
0;4;3163586;0.662;0;4000
0;4;3163875;0.662;0;4000
0;5;3164041;0.662;0;4000
0;5;3164073;0.370504;0;4000
0;6;3164073;0.291496;0;4000
0;6;3164721;0.662;0;4000
0;6;3164947;0.662;0;4000
0;7;3165393;0.662;0;4000
0;2;3165457;0.662;0;4000
0;1;3165478;0.662;0;4000
0;0;3165549;0.411461;0;4000
0;6;3165734;0.363969;0;4000
0;7;3165734;0.298031;0;4000
0;3;3165863;0.00667419;0;4000
0;1;3166148;0.0302221;0;4000
0;2;3166160;0.184975;0;4000
0;3;3166750;0.193678;0;4000
0;6;3166849;0.323537;0;4000
0;5;3166953;0.662;0;4000
0;0;3167106;0.217147;0;4000
0;0;3167336;0.662;0;4000
0;4;3167440;0.662;0;4000
0;3;3167537;0.662;0;4000
0;4;3167645;0.662;0;4000
0;1;3167768;0.662;0;4000
0;2;3168174;0.411826;0;4000
0;3;3168283;0.202774;0;4000
0;5;3168473;0.662;0;4000
0;0;3168496;0.146481;0;4000
0;1;3168658;0.662;0;4000
0;2;3168864;0.662;0;4000
0;1;3169072;0.662;0;4000
0;0;3169472;0.0995449;0;4000
0;6;3169753;0.662;0;4000
0;7;3170109;0.279445;0;4000
0;7;3170259;0.0269529;0;4000
0;0;3170362;0.229844;0;4000
0;4;3170463;0.662;0;4000
0;4;3171327;0.662;0;4000
0;0;3171349;0.452969;0;4000
0;4;3171382;0.416429;0;4000
0;5;3171382;0.245571;0;4000
0;7;3172178;0.662;0;4000
0;5;3172359;0.15624;0;4000
0;5;3173163;0.662;0;4000
0;4;3173186;0.237611;0;4000
0;7;3173210;0.461818;0;4000
0;3;3173342;0.023727;0;4000
0;2;3173386;0.330938;0;4000
0;4;3173540;0.466182;0;4000
0;7;3173623;0.662;0;4000
0;7;3173759;0.662;0;4000
0;6;3173763;0.662;0;4000
0;1;3173826;0.43035;0;4000
0;7;3174077;0.662;0;4000
0;5;3174183;0.522512;0;4000
0;2;3174491;0.0516654;0;4000
0;0;3174708;0.365345;0;4000
0;7;3174977;0.662;0;4000
0;6;3175094;0.662;0;4000
0;3;3175234;0.662;0;4000
0;3;3175515;0.662;0;4000
0;2;3176117;0.0590226;0;4000
0;4;3176559;0.155768;0;4000
0;2;3176669;0.333444;0;4000
0;0;3177611;0.129772;0;4000
0;6;3178069;0.662;0;4000
0;0;3178074;0.485007;0;4000
0;0;3178076;0.0345485;0;4000
0;4;3178618;0.0109195;0;4000
0;7;3178618;0.112793;0;4000
0;4;3179114;0.662;0;4000
0;7;3179205;0.662;0;4000
0;2;3179454;0.662;0;4000
0;7;3179605;0.662;0;4000
0;1;3179776;0.331558;0;4000
0;7;3180243;0.662;0;4000
0;1;3180294;0.428507;0;4000
0;7;3180605;0.662;0;4000
0;6;3180644;0.23992;0;4000
0;4;3181444;0.406885;0;4000
0;0;3182454;0.662;0;4000
0;3;3183248;0.132466;0;4000
0;2;3183929;0.0393501;0;4000
0;6;3184049;0.0765755;0;4000
0;4;3184441;0.662;0;4000
0;1;3184749;0.662;0;4000
0;6;3184829;0.662;0;4000
0;0;3185092;0.213214;0;4000
0;6;3185098;0.662;0;4000
0;0;3185132;0.0256061;0;4000
0;1;3185602;0.662;0;4000
0;6;3185656;0.662;0;4000
0;0;3186093;0.125665;0;4000
0;5;3186108;0.662;0;4000
0;4;3186224;0.662;0;4000
0;3;3186618;0.662;0;4000
0;0;3186669;0.488789;0;4000
0;3;3186759;0.662;0;4000
0;7;3187253;0.662;0;4000
0;4;3187400;0.280813;0;4000
0;5;3187400;0.381187;0;4000
0;2;3187481;0.662;0;4000
0;3;3188157;0.662;0;4000
0;7;3188591;0.662;0;4000
0;6;3188662;0.662;0;4000
0;0;3188715;0.662;0;4000
0;0;3189098;0.126134;0;4000
0;6;3189570;0.200813;0;4000
0;7;3189800;0.232395;0;4000
0;1;3189824;0.371323;0;4000
0;2;3189853;0.0435213;0;4000
0;1;3189888;0.332027;0;4000
0;1;3190153;0.344014;0;4000
0;3;3190332;0.242902;0;4000
0;1;3190865;0.662;0;4000
0;0;3190913;0.34934;0;4000
0;1;3191343;0.662;0;4000
0;7;3191628;0.662;0;4000
0;3;3191721;0.662;0;4000
0;5;3192735;0.363678;0;4000
0;6;3192735;0.298322;0;4000
0;4;3192762;0.662;0;4000
0;3;3192827;0.114848;0;4000
0;4;3193598;0.662;0;4000
0;6;3193620;0.662;0;4000
0;4;3193758;0.662;0;4000
0;7;3193874;0.5087;0;4000
0;1;3193905;0.0916067;0;4000
0;5;3194130;0.662;0;4000
0;5;3194447;0.252613;0;4000
0;7;3194761;0.418639;0;4000
0;0;3194780;0.394539;0;4000
0;1;3194955;0.216557;0;4000
0;5;3195396;0.172118;0;4000
0;1;3195492;0.143456;0;4000
0;2;3195577;0.215894;0;4000
0;3;3195997;0.662;0;4000
0;3;3196055;0.294744;0;4000
0;3;3196288;0.185532;0;4000
0;3;3196390;0.219733;0;4000
0;1;3196633;0.37855;0;4000
0;1;3196704;0.167118;0;4000
0;0;3196936;0.15677;0;4000
0;7;3196990;0.321999;0;4000
0;6;3197652;0.662;0;4000
0;2;3197807;0.662;0;4000
0;5;3197974;0.0385427;0;4000
0;6;3197974;0.419298;0;4000
0;7;3198535;0.218266;0;4000
0;3;3198916;0.191455;0;4000
0;0;3198984;0.0647277;0;4000
0;1;3199593;0.132198;0;4000
0;5;3199821;0.22106;0;4000
0;0;3199858;0.341607;0;4000
0;0;3200220;0.159953;0;4000
0;3;3200383;0.399271;0;4000
0;5;3200643;0.406908;0;4000
0;1;3200746;0.191625;0;4000
0;7;3201071;0.41345;0;4000
0;2;3201141;0.210448;0;4000
0;3;3201154;0.662;0;4000
0;2;3201305;0.137446;0;4000
0;3;3201337;0.465202;0;4000
0;4;3201638;0.523123;0;4000
0;1;3201779;0.0422894;0;4000
0;7;3202082;0.407628;0;4000
0;4;3202262;0.141027;0;4000
0;7;3202262;0.0724372;0;4000
0;4;3202490;0.196207;0;4000
0;5;3202490;0.113251;0;4000
0;1;3202847;0.0192943;0;4000
0;6;3202882;0.662;0;4000
0;0;3203355;0.237469;0;4000
0;4;3203440;0.662;0;4000
0;5;3203587;0.662;0;4000
0;1;3203623;0.662;0;4000
0;6;3204008;0.662;0;4000
0;0;3204106;0.0331924;0;4000
0;6;3204904;0.662;0;4000
0;1;3205148;0.0714941;0;4000
0;0;3205583;0.662;0;4000
0;2;3205905;0.662;0;4000
0;3;3206439;0.277571;0;4000
0;1;3206469;0.438896;0;4000
0;5;3207061;0.208652;0;4000
0;0;3207118;0.215976;0;4000
0;1;3207409;0.216869;0;4000
0;5;3207638;0.407823;0;4000
0;7;3208135;0.662;0;4000
0;0;3208653;0.180893;0;4000
0;4;3208682;0.662;0;4000
0;1;3208823;0.662;0;4000
0;5;3208840;0.662;0;4000
0;0;3208939;0.662;0;4000
0;2;3209108;0.662;0;4000
0;3;3209428;0.198672;0;4000
0;3;3209716;0.662;0;4000
0;1;3209722;0.662;0;4000
0;5;3209949;0.662;0;4000
0;6;3210370;0.451941;0;4000
0;2;3210564;0.389444;0;4000
0;1;3210565;0.662;0;4000
0;3;3210572;0.353748;0;4000
0;1;3210620;0.662;0;4000
0;4;3210686;0.662;0;4000
0;2;3210698;0.371041;0;4000
0;0;3210946;0.662;0;4000
0;1;3211016;0.662;0;4000
0;1;3211189;0.662;0;4000
0;3;3212046;0.662;0;4000
0;0;3212149;0.058814;0;4000
0;7;3212411;0.422934;0;4000
0;2;3212907;0.662;0;4000
0;4;3213654;0.662;0;4000
0;2;3213747;0.413582;0;4000
0;7;3213810;0.662;0;4000
0;7;3214433;0.662;0;4000
0;6;3215048;0.662;0;4000
0;2;3215089;0.662;0;4000
0;6;3215146;0.161331;0;4000
0;2;3215146;0.207387;0;4000
0;3;3215735;0.0588471;0;4000
0;2;3215879;0.662;0;4000
0;6;3215924;0.127057;0;4000
0;0;3216235;0.662;0;4000
0;0;3216798;0.0737098;0;4000
0;6;3217024;0.662;0;4000
0;0;3217164;0.662;0;4000
0;0;3217533;0.346419;0;4000
0;5;3217613;0.662;0;4000
0;1;3217662;0.364154;0;4000
0;0;3217749;0.259936;0;4000
0;4;3218224;0.19563;0;4000
0;5;3218311;0.150725;0;4000
0;3;3218763;0.232605;0;4000
0;4;3219087;0.662;0;4000
0;3;3219139;0.662;0;4000
0;4;3219150;0.662;0;4000
0;6;3219172;0.172558;0;4000
0;2;3219724;0.203351;0;4000
0;4;3220970;0.458786;0;4000
0;4;3222725;0.662;0;4000
0;2;3223055;0.662;0;4000
0;0;3223200;0.662;0;4000
0;2;3223204;0.465903;0;4000
0;5;3223227;0.43006;0;4000
0;5;3223233;0.348463;0;4000
0;3;3223431;0.0433541;0;4000
0;3;3223900;0.662;0;4000
0;5;3224373;0.662;0;4000
0;3;3224692;0.244659;0;4000
0;3;3224792;0.266191;0;4000
0;5;3224840;0.160745;0;4000
0;1;3225306;0.662;0;4000
0;7;3225767;0.662;0;4000
0;0;3225962;0.662;0;4000
0;3;3226117;0.0631959;0;4000
0;7;3226249;0.662;0;4000
0;7;3226438;0.662;0;4000
0;4;3226803;0.499621;0;4000
0;2;3227492;0.000427102;0;4000
0;6;3227943;0.662;0;4000
0;6;3228090;0.17226;0;4000
0;0;3228506;0.662;0;4000
0;4;3228853;0.188412;0;4000
0;6;3228853;0.239991;0;4000
0;0;3229052;0.662;0;4000
0;1;3229731;0.0705491;0;4000
0;0;3230262;0.0395565;0;4000
0;4;3230611;0.662;0;4000
0;4;3230630;0.306071;0;4000
0;4;3230848;0.662;0;4000
0;7;3231072;0.662;0;4000
0;1;3231075;0.662;0;4000
0;5;3231097;0.442293;0;4000
0;4;3231399;0.429226;0;4000
0;6;3231459;0.329473;0;4000
0;4;3231591;0.662;0;4000
0;1;3231870;0.206707;0;4000
0;6;3232062;0.662;0;4000
0;0;3232558;0.274269;0;4000
0;6;3233144;0.662;0;4000
0;0;3234331;0.243148;0;4000
0;6;3234800;0.348564;0;4000
0;5;3235060;0.186665;0;4000
0;4;3235506;0.662;0;4000
0;6;3235839;0.662;0;4000
0;6;3236022;0.0700472;0;4000
0;0;3236172;0.164398;0;4000
0;0;3236411;0.662;0;4000
0;3;3236436;0.436693;0;4000
0;7;3236566;0.243138;0;4000
0;2;3236606;0.282722;0;4000
0;1;3237222;0.662;0;4000
0;3;3237223;0.662;0;4000
0;0;3237362;0.322488;0;4000
0;5;3237379;0.662;0;4000
0;1;3237525;0.231585;0;4000
0;3;3237690;0.0612064;0;4000
0;1;3238143;0.361534;0;4000
0;7;3238905;0.662;0;4000
0;5;3239152;0.129929;0;4000
0;3;3239332;0.662;0;4000
0;4;3239397;0.112121;0;4000
0;3;3239542;0.368031;0;4000
0;0;3239595;0.662;0;4000
0;6;3239845;0.213178;0;4000
0;6;3239871;0.662;0;4000
0;4;3239955;0.662;0;4000
0;5;3239987;0.26556;0;4000
0;1;3239998;0.436594;0;4000
0;0;3240186;0.662;0;4000
0;5;3240783;0.662;0;4000
0;5;3240802;0.662;0;4000
0;3;3240859;0.0647181;0;4000
0;1;3241145;0.13795;0;4000
0;3;3241524;0.209569;0;4000
0;5;3241580;0.243868;0;4000
0;0;3241727;0.662;0;4000
0;1;3241927;0.111796;0;4000
0;0;3242229;0.121059;0;4000
0;4;3243422;0.662;0;4000
0;4;3243717;0.662;0;4000
0;5;3243844;0.662;0;4000
0;7;3244474;0.662;0;4000
0;1;3244571;0.139765;0;4000
0;3;3244703;0.401342;0;4000
0;7;3245582;0.662;0;4000
0;2;3246096;0.251686;0;4000
0;0;3246187;0.108397;0;4000
0;6;3246195;0.425006;0;4000
0;7;3246225;0.662;0;4000
0;4;3246266;0.662;0;4000
